id,student_id,cycle,subject,level,score,assessed_at,created_at,updated_at,is_locked,locked_by,locked_at,assessor_id,school_id,class_id,academic_year,term,assessment_method,total_questions,correct_answers,percentage_score,performance_level,skill_scores,time_taken_minutes,completed_assessment,incomplete_reason,question_responses,mistakes_analysis,assessor_comments,recommendations,requires_intervention,intervention_type,parent_informed,parent_informed_date,parent_feedback,improvement_from_last,learning_style,strengths,weaknesses,topics_mastered,topics_struggling,homework_completion,class_participation,behavior_during_assessment,used_assistance,assistance_type,accommodations_provided,reassessment_needed,reassessment_date,benchmark_comparison,peer_rank,peer_total,pilot_school_id
76,13,midline,math,Word Problem,96,2025-05-04,2025-09-04 07:49:40,2025-09-04 08:04:23,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,8
77,13,endline,khmer,Comp 2,100,2025-08-28,2025-09-04 07:49:40,2025-09-04 08:04:23,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,8
78,13,endline,math,Word Problem,98,2025-08-28,2025-09-04 07:49:40,2025-09-04 08:04:23,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,8
85,15,baseline,khmer,Comp 1,74.3,2025-01-11,2025-09-04 07:49:40,2025-09-04 08:04:23,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,9
86,15,baseline,math,Beginner,32,2025-01-11,2025-09-04 07:49:41,2025-09-04 08:04:23,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,9
87,15,midline,khmer,Comp 2,98,2025-05-14,2025-09-04 07:49:41,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,9
88,15,midline,math,1-Digit,48,2025-05-14,2025-09-04 07:49:41,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,9
89,15,endline,khmer,Comp 2,100,2025-08-26,2025-09-04 07:49:41,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,9
90,15,endline,math,2-Digit,71,2025-08-26,2025-09-04 07:49:41,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,9
97,17,baseline,khmer,Beginner,48,2025-01-08,2025-09-04 07:49:41,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,10
98,17,baseline,math,1-Digit,43,2025-01-08,2025-09-04 07:49:41,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,10
99,17,midline,khmer,Letter,47.7,2025-05-09,2025-09-04 07:49:41,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,10
100,17,midline,math,2-Digit,67,2025-05-09,2025-09-04 07:49:41,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,10
101,17,endline,khmer,Word,63.3,2025-09-04,2025-09-04 07:49:41,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,10
102,17,endline,math,Subtraction,89,2025-09-04,2025-09-04 07:49:41,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,10
109,19,baseline,khmer,Beginner,42,2025-01-04,2025-09-04 07:49:42,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,11
110,19,baseline,math,2-Digit,59,2025-01-04,2025-09-04 07:49:42,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,11
111,19,midline,khmer,Letter,49.7,2025-05-16,2025-09-04 07:49:42,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,11
112,19,midline,math,Subtraction,78,2025-05-16,2025-09-04 07:49:42,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,11
113,19,endline,khmer,Word,64.3,2025-09-01,2025-09-04 07:49:42,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,11
114,19,endline,math,Division,82,2025-09-01,2025-09-04 07:49:42,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,11
115,20,baseline,khmer,Letter,36.7,2025-01-16,2025-09-04 07:49:42,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,12
116,20,baseline,math,2-Digit,48,2025-01-16,2025-09-04 07:49:42,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,12
117,20,midline,khmer,Word,65.3,2025-05-08,2025-09-04 07:49:42,2025-09-04 08:04:24,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,12
118,20,midline,math,Subtraction,68,2025-05-08,2025-09-04 07:49:42,2025-09-04 08:04:25,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,12
119,20,endline,khmer,Paragraph,89,2025-09-01,2025-09-04 07:49:42,2025-09-04 08:04:25,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,12
120,20,endline,math,Division,91,2025-09-01,2025-09-04 07:49:42,2025-09-04 08:04:25,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,12
642,111,endline,math,Subtraction,43,2025-08-04,2025-09-04 09:03:04,2025-09-04 09:03:04,f,,,10,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,1
643,112,baseline,khmer,Nothing,5,2025-01-04,2025-09-04 09:03:04,2025-09-04 09:03:04,f,,,9,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,1
644,112,baseline,math,Numbers,12,2024-11-04,2025-09-04 09:03:04,2025-09-04 09:03:04,f,,,9,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,1
645,112,midline,khmer,Paragraph,40,2025-05-04,2025-09-04 09:03:04,2025-09-04 09:03:04,f,,,9,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,1
646,112,midline,math,Nothing,5,2025-03-04,2025-09-04 09:03:04,2025-09-04 09:03:04,f,,,9,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,1
647,112,endline,khmer,Paragraph,43,2025-09-04,2025-09-04 09:03:04,2025-09-04 09:03:04,f,,,9,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,1
648,112,endline,math,Multiplication,67,2025-08-04,2025-09-04 09:03:04,2025-09-04 09:03:04,f,,,9,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,1
649,113,baseline,khmer,Letters,19,2024-12-04,2025-09-04 09:03:04,2025-09-04 09:03:04,f,,,5,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,1
650,113,baseline,math,Numbers,25,2024-10-04,2025-09-04 09:03:05,2025-09-04 09:03:05,f,,,5,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,1
651,113,midline,khmer,Paragraph,57,2025-03-04,2025-09-04 09:03:05,2025-09-04 09:03:05,f,,,5,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,1
652,113,midline,math,Subtraction,54,2025-03-04,2025-09-04 09:03:05,2025-09-04 09:03:05,f,,,5,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,1
653,113,endline,khmer,Letters,21,2025-09-04,2025-09-04 09:03:05,2025-09-04 09:03:05,f,,,5,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,1
654,113,endline,math,Addition,35,2025-06-04,2025-09-04 09:03:05,2025-09-04 09:03:05,f,,,5,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,1
655,114,baseline,khmer,Words,39,2025-01-04,2025-09-04 09:03:05,2025-09-04 09:03:05,f,,,5,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,1
133,23,baseline,khmer,Letter,41.7,2025-01-04,2025-09-04 07:49:43,2025-09-04 08:04:25,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,13
134,23,baseline,math,Subtraction,72,2025-01-04,2025-09-04 07:49:43,2025-09-04 08:04:25,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,13
135,23,midline,khmer,Word,67.3,2025-05-17,2025-09-04 07:49:43,2025-09-04 08:04:25,f,,,,,,,,written,,,,,,,t,,,,,,f,,f,,,,,,,,,,,,f,,,f,,,,,13
