id,student_id,assessment_id,cycle,subject,level,score,assessed_at,updated_by,action,previous_data,created_at,updated_at
988,113,652,midline,math,Subtraction,54,2025-03-04,5,created,,2025-09-04 09:03:05,2025-09-04 09:03:05
989,113,653,endline,khmer,Letters,21,2025-09-04,5,created,,2025-09-04 09:03:05,2025-09-04 09:03:05
990,113,654,endline,math,Addition,35,2025-06-04,5,created,,2025-09-04 09:03:05,2025-09-04 09:03:05
991,114,655,baseline,khmer,Words,39,2025-01-04,5,created,,2025-09-04 09:03:05,2025-09-04 09:03:05
992,114,656,baseline,math,Addition,31,2024-09-04,5,created,,2025-09-04 09:03:05,2025-09-04 09:03:05
133,23,133,baseline,khmer,Letter,41.7,2025-01-04,,created,,2025-09-04 07:49:43,2025-09-04 07:49:43
134,23,134,baseline,math,Subtraction,72,2025-01-04,,created,,2025-09-04 07:49:43,2025-09-04 07:49:43
135,23,135,midline,khmer,Word,67.3,2025-05-17,,created,,2025-09-04 07:49:43,2025-09-04 07:49:43
136,23,136,midline,math,Division,92,2025-05-17,,created,,2025-09-04 07:49:43,2025-09-04 07:49:43
137,23,137,endline,khmer,Paragraph,72,2025-09-03,,created,,2025-09-04 07:49:43,2025-09-04 07:49:43
138,23,138,endline,math,Word Problem,100,2025-09-03,,created,,2025-09-04 07:49:44,2025-09-04 07:49:44
139,24,139,baseline,khmer,Word,55.3,2025-01-10,,created,,2025-09-04 07:49:44,2025-09-04 07:49:44
140,24,140,baseline,math,Division,67,2025-01-10,,created,,2025-09-04 07:49:44,2025-09-04 07:49:44
141,24,141,midline,khmer,Paragraph,70,2025-05-09,,created,,2025-09-04 07:49:44,2025-09-04 07:49:44
142,24,142,midline,math,Word Problem,88,2025-05-09,,created,,2025-09-04 07:49:44,2025-09-04 07:49:44
143,24,143,endline,khmer,Story,83.7,2025-08-23,,created,,2025-09-04 07:49:44,2025-09-04 07:49:44
144,24,144,endline,math,Word Problem,100,2025-08-23,,created,,2025-09-04 07:49:44,2025-09-04 07:49:44
993,114,657,midline,khmer,Paragraph,60,2025-05-04,5,created,,2025-09-04 09:03:05,2025-09-04 09:03:05
994,114,658,midline,math,Subtraction,52,2025-06-04,5,created,,2025-09-04 09:03:05,2025-09-04 09:03:05
995,114,659,endline,khmer,Paragraph,45,2025-08-04,5,created,,2025-09-04 09:03:05,2025-09-04 09:03:05
996,114,660,endline,math,Multiplication,62,2025-08-04,5,created,,2025-09-04 09:03:05,2025-09-04 09:03:05
997,115,661,baseline,khmer,Letters,17,2024-12-04,5,created,,2025-09-04 09:03:05,2025-09-04 09:03:05
998,115,662,baseline,math,Addition,40,2024-11-04,5,created,,2025-09-04 09:03:05,2025-09-04 09:03:05
999,115,663,midline,khmer,Words,31,2025-06-04,5,created,,2025-09-04 09:03:05,2025-09-04 09:03:05
1000,115,664,midline,math,Nothing,10,2025-05-04,5,created,,2025-09-04 09:03:05,2025-09-04 09:03:05
1001,115,665,endline,khmer,Words,27,2025-09-04,5,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
1002,115,666,endline,math,Word Problems,95,2025-06-04,5,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
1003,116,667,baseline,khmer,Words,38,2025-02-04,10,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
1004,116,668,baseline,math,Addition,30,2024-09-04,10,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
157,27,157,baseline,khmer,Paragraph,56,2025-01-17,,created,,2025-09-04 07:49:44,2025-09-04 07:49:44
158,27,158,baseline,math,Beginner,33,2025-01-17,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
159,27,159,midline,khmer,Story,75.7,2025-05-15,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
160,27,160,midline,math,1-Digit,66,2025-05-15,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
161,27,161,endline,khmer,Comp 1,99.3,2025-08-31,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
162,27,162,endline,math,2-Digit,69,2025-08-31,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
163,28,163,baseline,khmer,Paragraph,54,2025-01-05,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
164,28,164,baseline,math,Beginner,45,2025-01-05,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
165,28,165,midline,khmer,Story,70.7,2025-05-11,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
166,28,166,midline,math,1-Digit,60,2025-05-11,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
167,28,167,endline,khmer,Comp 1,100,2025-09-03,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
168,28,168,endline,math,2-Digit,72,2025-09-03,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
1005,116,669,midline,khmer,Words,31,2025-03-04,10,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
1006,116,670,midline,math,Subtraction,54,2025-03-04,10,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
1007,116,671,endline,khmer,Paragraph,59,2025-07-04,10,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
1008,116,672,endline,math,Multiplication,67,2025-08-04,10,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
1009,117,673,baseline,khmer,Letters,24,2024-09-04,9,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
175,30,175,baseline,khmer,Story,66.7,2025-01-17,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
176,30,176,baseline,math,1-Digit,45,2025-01-17,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
177,30,177,midline,khmer,Comp 1,89.3,2025-05-13,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
178,30,178,midline,math,2-Digit,69,2025-05-13,,created,,2025-09-04 07:49:45,2025-09-04 07:49:45
179,30,179,endline,khmer,Comp 2,97,2025-08-31,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
180,30,180,endline,math,Subtraction,93,2025-08-31,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
181,31,181,baseline,khmer,Comp 1,67.3,2025-01-18,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
182,31,182,baseline,math,1-Digit,38,2025-01-18,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
183,31,183,midline,khmer,Comp 2,93,2025-05-16,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
184,31,184,midline,math,2-Digit,66,2025-05-16,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
185,31,185,endline,khmer,Comp 2,98,2025-08-27,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
186,31,186,endline,math,Subtraction,83,2025-08-27,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
187,32,187,baseline,khmer,Comp 2,77,2025-01-07,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
188,32,188,baseline,math,2-Digit,59,2025-01-07,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
189,32,189,midline,khmer,Comp 2,90,2025-05-05,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
190,32,190,midline,math,Subtraction,76,2025-05-05,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
191,32,191,endline,khmer,Comp 2,90,2025-08-28,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
192,32,192,endline,math,Division,82,2025-08-28,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
193,33,193,baseline,khmer,Beginner,42,2025-01-10,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
194,33,194,baseline,math,2-Digit,65,2025-01-10,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
195,33,195,midline,khmer,Letter,58.7,2025-05-06,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
196,33,196,midline,math,Subtraction,79,2025-05-06,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
197,33,197,endline,khmer,Word,71.3,2025-08-23,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
198,33,198,endline,math,Division,94,2025-08-23,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
199,34,199,baseline,khmer,Beginner,44,2025-01-18,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
200,34,200,baseline,math,2-Digit,58,2025-01-18,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
201,34,201,midline,khmer,Letter,58.7,2025-05-07,,created,,2025-09-04 07:49:46,2025-09-04 07:49:46
202,34,202,midline,math,Subtraction,75,2025-05-07,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
203,34,203,endline,khmer,Word,74.3,2025-08-27,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
204,34,204,endline,math,Division,99,2025-08-27,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
205,35,205,baseline,khmer,Beginner,42,2025-01-07,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
206,35,206,baseline,math,Subtraction,63,2025-01-07,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
207,35,207,midline,khmer,Letter,59.7,2025-05-16,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
208,35,208,midline,math,Division,77,2025-05-16,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
209,35,209,endline,khmer,Word,71.3,2025-08-25,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
210,35,210,endline,math,Word Problem,100,2025-08-25,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
211,36,211,baseline,khmer,Letter,51.7,2025-01-04,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
212,36,212,baseline,math,Subtraction,70,2025-01-04,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
213,36,213,midline,khmer,Word,61.3,2025-05-15,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
214,36,214,midline,math,Division,76,2025-05-15,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
215,36,215,endline,khmer,Paragraph,82,2025-09-04,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
216,36,216,endline,math,Word Problem,97,2025-09-04,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
217,37,217,baseline,khmer,Letter,45.7,2025-01-06,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
218,37,218,baseline,math,Division,82,2025-01-06,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
219,37,219,midline,khmer,Word,62.3,2025-05-04,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
220,37,220,midline,math,Word Problem,93,2025-05-04,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
221,37,221,endline,khmer,Paragraph,72,2025-08-25,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
222,37,222,endline,math,Word Problem,100,2025-08-25,,created,,2025-09-04 07:49:47,2025-09-04 07:49:47
1010,117,674,baseline,math,Numbers,14,2025-03-04,9,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
1011,117,675,midline,khmer,Words,28,2025-04-04,9,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
1012,117,676,midline,math,Multiplication,58,2025-03-04,9,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
1013,117,677,endline,khmer,Story,64,2025-09-04,9,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
1014,117,678,endline,math,Word Problems,99,2025-08-04,9,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
1015,118,679,baseline,khmer,Nothing,1,2024-12-04,10,created,,2025-09-04 09:03:06,2025-09-04 09:03:06
229,39,229,baseline,khmer,Letter,53.7,2025-01-15,,created,,2025-09-04 07:49:48,2025-09-04 07:49:48
230,39,230,baseline,math,Word Problem,71,2025-01-15,,created,,2025-09-04 07:49:48,2025-09-04 07:49:48
231,39,231,midline,khmer,Word,58.3,2025-05-18,,created,,2025-09-04 07:49:48,2025-09-04 07:49:48
232,39,232,midline,math,Word Problem,81,2025-05-18,,created,,2025-09-04 07:49:48,2025-09-04 07:49:48
233,39,233,endline,khmer,Paragraph,75,2025-08-29,,created,,2025-09-04 07:49:48,2025-09-04 07:49:48
234,39,234,endline,math,Word Problem,93,2025-08-29,,created,,2025-09-04 07:49:48,2025-09-04 07:49:48
1016,118,680,baseline,math,Numbers,22,2024-09-04,10,created,,2025-09-04 09:03:07,2025-09-04 09:03:07
1017,118,681,midline,khmer,Words,37,2025-04-04,10,created,,2025-09-04 09:03:07,2025-09-04 09:03:07
1018,118,682,midline,math,Subtraction,52,2025-05-04,10,created,,2025-09-04 09:03:07,2025-09-04 09:03:07
1019,118,683,endline,khmer,Nothing,1,2025-08-04,10,created,,2025-09-04 09:03:07,2025-09-04 09:03:07
1020,118,684,endline,math,Multiplication,60,2025-06-04,10,created,,2025-09-04 09:03:07,2025-09-04 09:03:07
1021,119,685,baseline,khmer,Nothing,10,2025-01-04,9,created,,2025-09-04 09:03:07,2025-09-04 09:03:07
241,41,241,baseline,khmer,Word,48.3,2025-01-07,,created,,2025-09-04 07:49:48,2025-09-04 07:49:48
242,41,242,baseline,math,Beginner,32,2025-01-07,,created,,2025-09-04 07:49:48,2025-09-04 07:49:48
243,41,243,midline,khmer,Paragraph,78,2025-05-14,,created,,2025-09-04 07:49:48,2025-09-04 07:49:48
244,41,244,midline,math,1-Digit,48,2025-05-14,,created,,2025-09-04 07:49:48,2025-09-04 07:49:48
245,41,245,endline,khmer,Story,94.7,2025-08-22,,created,,2025-09-04 07:49:48,2025-09-04 07:49:48
246,41,246,endline,math,2-Digit,70,2025-08-22,,created,,2025-09-04 07:49:48,2025-09-04 07:49:48
247,42,247,baseline,khmer,Word,44.3,2025-01-10,,created,,2025-09-04 07:49:49,2025-09-04 07:49:49
248,42,248,baseline,math,1-Digit,43,2025-01-10,,created,,2025-09-04 07:49:49,2025-09-04 07:49:49
